feature,d,d_ptb,d_nin,p_raw,ci_excl0,cross_ok,p_FDR,gate
med_V2_acc28,0.0033019837711813064,-0.029024208355384874,0.013587950051760446,0.795100967464782,False,False,0.8558561908923235,False
ext_AVF_vel3,0.0032944271731955087,-0.03379769845916636,0.004926845247155547,0.23795839254830697,False,False,0.33603277226107964,False
ext_III_vel47,-0.003292838030605642,0.020574805817365253,-0.006888950911402297,0.22951822287991552,False,False,0.32642591698476875,False
var_V6_mad41,0.0032901856759223005,-0.03837877501285741,0.061753276017043335,0.0015854742740808434,False,False,0.004346429739204173,False
var_AVR_mad2,-0.0032851680077870525,-0.15326110116198235,0.15452778985678906,0.051282430435622466,False,False,0.09085718365627712,False
ext_V4_vel29,-0.003277905022665108,-0.008586934985431052,0.006288825062618015,6.287187541646862e-05,False,False,0.00023017142764518965,False
ext_AVR_vel44,0.0032684978841229536,0.012502579935658386,0.005013212763510328,0.38895075196583884,False,False,0.49724308216791824,False
ext_AVL_acc4,-0.003243292559227885,-0.013481129832909538,-0.0015835098278731224,0.4515336347442469,False,False,0.5594527635072122,False
ext_III_acc2,0.003241007920448712,0.0013738229771541887,0.0037866645061297236,0.7926320894793246,False,False,0.8542629421748065,False
ext_V5_amp47,0.0032365819880517998,0.013997832908248804,-0.008781321594185074,0.008211799388787697,False,False,0.018622033259613046,False
var_AVR_mad49,-0.00323471889775169,-0.15602413069156587,0.12713446006760637,0.16170623698072395,False,False,0.2439712259918722,False
ext_V3_amp42,0.003219356155938161,-0.007209150355381446,0.004367948927400051,0.16548330165599812,False,False,0.24865664805353455,False
ext_V4_acc29,-0.0031972183508988247,0.008910649403958925,-0.006194573624885244,0.41751193860130664,False,False,0.5258459401625786,False
var_V5_mad25,0.003193649522020972,-0.09599687566480822,0.10318319374400034,0.0020725148724464737,False,False,0.0055323980941104625,False
ext_AVL_amp20,0.0031919254493301807,0.021275918924320642,0.0027804640439205272,0.0004378517910819372,False,False,0.00136243918665592,False
ext_V4_vel38,0.00319128891910285,0.0026434806238870533,0.017295542029257604,0.42150171649656853,False,False,0.52945599668481,False
ext_V5_amp46,0.0031783816836377272,0.015365018985333075,-0.005462908788925122,0.0037358067758251653,False,False,0.009355329380517783,False
ext_V2_vel26,-0.0031727015661984054,0.19387803335334255,-0.029285865762639276,0.0022806128678385064,False,False,0.006047415399935968,False
ext_V5_amp48,-0.0031669327587993397,-0.006368855876166659,-0.0002466850579677732,0.004470320308017467,False,False,0.010936356997056418,False
med_AVR_amp48,-0.0031624789796674143,-0.032242220011100296,0.0172729270402824,0.3510224805443165,False,False,0.45767116175597006,False
ext_I_acc25,-0.003157069780112206,-0.01338329279243079,-0.0007786251764471733,0.4622667275367066,False,False,0.5699953803636326,False
ext_AVR_acc1,0.003156833410546871,0.011076214307097995,-0.004582778295652666,0.24832124764970587,False,False,0.3474279386235787,False
med_III_vel32,0.0031408356491355502,-0.015969675280127018,0.021473666934915446,0.5667279947204473,False,False,0.6675569017566005,False
ext_III_acc18,0.003138540653137345,-0.007099059561886481,0.004174210421704324,0.19491622376489515,False,False,0.28455243705919925,False
ext_AVR_amp29,-0.003135148127389507,-0.007381079585834119,-0.0018172077803921007,0.27793499850874015,False,False,0.3798615956417899,False
ext_I_vel26,-0.003134548074674597,-0.015737917828244283,0.002507265645876943,0.1198581088748346,False,False,0.18834326656779102,False
ext_V4_amp24,-0.003133399082912369,-0.001967759512092004,0.004306282792167401,9.152466954622096e-05,False,False,0.00032591928989637083,False
ext_AVL_vel9,0.003123530503826828,0.0025615169019100547,0.0038734141541397356,0.591133325101205,False,False,0.68948063459655,False
med_I_acc17,-0.003122321534299148,0.0500083845680736,-0.05338859229557194,0.9003425708722518,False,False,0.9338487169671376,False
ext_V3_on2_signed,0.003115164369439842,0.011904395026996355,-0.008390774541072916,1.225465276149021e-13,False,False,1.716976213934196e-12,False
med_AVF_amp48,0.0031062442401731715,-0.06389409393329687,0.027757154513393664,0.15437811058665799,False,False,0.2338679501114071,False
ext_AVF_amp29,0.00309815396726845,-0.006094969020792851,0.0041062043525428235,3.5186476863710415e-09,False,False,2.4583112676748625e-08,False
ext_AVR_vel23,-0.0030960829502166,0.0016192893569012422,-0.014629713548777727,0.02280310042029161,False,False,0.045588612641261746,False
ext_AVL_vel42,-0.0030891065110686326,0.000954384105583002,-0.0038626388332163464,0.3863449326075964,False,False,0.4945215137377234,False
ext_AVR_acc6,0.003082096887224773,0.004753176118587543,0.0019816379646695834,0.9416856696775308,False,False,0.9628596669838894,False
ext_V5_vel44,-0.003081774874216511,-0.004770942963460478,-0.0026612663005375946,0.3035932917945515,False,False,0.408574149704817,False
ext_V6_acc29,-0.0030812145491574436,-0.02649534644221082,0.0013384228856196138,0.4718171734657227,False,False,0.579048349253387,False
ext_I_acc22,-0.0030707114937029373,-0.0016248163473920466,-0.0022793292814675225,0.22950411661401204,False,False,0.32642591698476875,False
